ID,FINYEAR,LAST_NAME,FIRST_NAME,COLLEGE,MAJOR,FEE_RESIDENCE,AMT_TOTAL
PI0180,2023,Scoffham,Mirella,Human Sciences & Education,"Kinesiology, BS",Y,25463.0
PI0185,2023,John,Deirdre,Science,"Biological Sciences, BS",N,6289.82
PI0187,2023,Kitt,Tana,Human Sciences & Education,"Kinesiology, BS",N,9615.32
PI0188,2023,Caesman,Alon,Engineering,"Computer Science, BS",Y,10432.0
PI0192,2023,Champain,Aeriel,Engineering,"Mechanical Engineering, BS",N,5402.73
PI0194,2023,Hillhouse,Vania,Human Sciences & Education,"Kinesiology, BS",Y,3313.0
PI0195,2023,Dodd,Roxanne,Engineering,"Mechanical Engineering, BS",Y,20284.0
PI0196,2023,Wellbeloved,Philbert,Human Sciences & Education,"Kinesiology, BS",Y,26899.0
PI0199,2023,Panther,Early,Engineering,"Computer Science, BS",Y,7462.0
PI0200,2023,Coe,Fonzie,Engineering,"Computer Science, BS",N,1980.0
PI0202,2023,Marcombe,Kermit,Human Sciences & Education,"Kinesiology, BS",N,5442.0
PI0207,2023,Chicchetto,Heather,Business,"Marketing, BS",Y,14958.23
PI0209,2023,Rubinow,Farica,Engineering,"Computer Science, BS",Y,17863.57
PI0210,2023,Stimson,Tiertza,Mass Communication,"Mass Communication, BA",Y,7862.0
PI0213,2023,Riolfo,Garner,Agriculture,"Animal Sciences, BS",Y,18318.0
PI0217,2023,Rabidge,Arlana,Business,"Marketing, BS",Y,6537.5599999999995
PI0219,2023,Chalmers,Doralynn,Business,"Marketing, BS",N,10342.0
PI0221,2023,Heffron,Florance,Agriculture,"Animal Sciences, BS",Y,15765.0
PI0225,2023,Di Gregorio,Valentino,Science,"Mathematics, BS",N,5442.0
PI0227,2023,McCoy,Nadine,Agriculture,"Animal Sciences, BS",Y,1980.0
PI0230,2023,Crumbleholme,Gardiner,Agriculture,"Animal Sciences, BS",Y,9762.0
PI0231,2023,Beals,Jenica,Engineering,"Computer Science, BS",Y,10119.0
PI0233,2023,Aronowitz,Tracy,Mass Communication,"Mass Communication, BA",Y,3731.0
PI0234,2023,Dameisele,Ruth,Agriculture,"Animal Sciences, BS",Y,13304.0
PI0235,2023,Wathan,Jennie,Engineering,"Mechanical Engineering, BS",Y,7462.0
PI0242,2023,Swales,Kissiah,Business,"Marketing, BS",Y,1137.0
PI0244,2023,Saich,Nobie,Engineering,"Computer Science, BS",N,1980.0
PI0245,2023,Butts,Obadiah,Agriculture,"Animal Sciences, BS",N,6145.0
PI0247,2023,Hickin,Maxine,Engineering,"Mechanical Engineering, BS",Y,21681.0
PI0249,2023,Ciraldo,Lynn,Engineering,"Mechanical Engineering, BS",Y,14605.39
PI0250,2023,O'Sheerin,Tadd,Mass Communication,"Mass Communication, BA",Y,21907.0
PI0252,2023,Porch,Felice,Science,"Biological Sciences, BS",Y,40074.0
PI0253,2023,Cheasman,Martelle,Human Sciences & Education,"Kinesiology, BS",N,32523.67
PI0258,2023,Rowlson,Pattin,Human Sciences & Education,"Kinesiology, BS",Y,15731.0
PI0264,2023,Nigh,Rosalind,Mass Communication,"Mass Communication, BA",N,13934.0
PI0268,2023,Arney,Cortie,Business,"Marketing, BS",Y,10842.0
PI0269,2023,Randles,Emelina,Engineering,"Mechanical Engineering, BS",Y,3996.0
PI0270,2023,Cristofano,Hermione,Mass Communication,"Mass Communication, BA",N,7421.0
PI0271,2023,Seagrove,Catrina,Human Sciences & Education,"Kinesiology, BS",Y,14757.0
PI0273,2023,Twamley,Alicia,Engineering,"Computer Science, BS",Y,7862.0
PI0276,2023,Petrecz,Theresa,Science,"Biological Sciences, BS",N,4370.0
PI0278,2023,Ledbetter,Giffard,Mass Communication,"Mass Communication, BA",Y,7462.0
PI0280,2023,Blann,Finley,Human Sciences & Education,"Kinesiology, BS",Y,15645.0
PI0281,2023,Cordoba,Shana,Engineering,"Computer Science, BS",Y,7495.0
PI0288,2023,Iredell,Rosalie,Human Sciences & Education,"Kinesiology, BS",N,14823.0
PI0289,2023,Palin,Jan,Business,"Marketing, BS",Y,17913.1
PI0290,2023,Sante,Nadean,Human Sciences & Education,"Kinesiology, BS",Y,24403.43
PI0296,2023,Helian,Thoma,Science,"Biological Sciences, BS",N,20284.0
PI0297,2023,Goodsell,Arabella,Engineering,"Mechanical Engineering, BS",Y,2274.0
PI0298,2023,Raffin,Edithe,Mass Communication,"Mass Communication, BA",Y,4732.8
PI0301,2023,Fellows,Adrienne,Engineering,"Mechanical Engineering, BS",Y,1979.0
PI0302,2023,Hedges,Charlotta,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI0303,2023,Cawsey,Archy,Science,"Biological Sciences, BS",Y,10268.0
PI0304,2023,Thwaites,Patricio,Science,"Mathematics, BS",Y,11945.0
PI0308,2023,Skrzynski,Darrin,Science,"Biological Sciences, BS",Y,7862.0
PI0312,2023,Sertin,Elfreda,Business,"Marketing, BS",N,1980.0
PI0314,2023,McKerron,Barbee,Human Sciences & Education,"Kinesiology, BS",Y,20284.0
PI0315,2023,Izat,Brina,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI0317,2023,Flaubert,Layla,Business,"Marketing, BS",N,5978.0
PI0318,2023,Sandeman,Carissa,Science,"Biological Sciences, BS",Y,7462.0
PI0323,2023,Farey,Tomas,Human Sciences & Education,"Kinesiology, BS",Y,29938.0
PI0333,2023,Courteney,Sula,Engineering,"Computer Science, BS",Y,16337.68
PI0334,2023,Atwater,Karyl,Agriculture,"Animal Sciences, BS",N,1979.0
PI0337,2023,Le Hucquet,Steffie,Engineering,"Computer Science, BS",N,3644.0
PI0338,2023,Frances,Pacorro,Humanities & Social Sciences,"English, BA",Y,15651.14
PI0341,2023,Tranckle,Betta,Science,"Biological Sciences, BS",Y,9762.0
PI0344,2023,Matonin,Rosalie,Human Sciences & Education,"Kinesiology, BS",Y,5703.43
PI0346,2023,Miguet,Minetta,Science,"Biological Sciences, BS",N,1980.0
PI0349,2023,Moyler,Tobias,Human Sciences & Education,"Kinesiology, BS",Y,16657.0
PI0350,2023,Quilleash,Arlyne,Engineering,"Mechanical Engineering, BS",Y,5949.0
PI0351,2023,Waison,Gun,Human Sciences & Education,"Kinesiology, BS",Y,21314.0
PI0352,2023,Kent,Lidia,Science,"Mathematics, BS",Y,8262.0
PI0354,2023,Nornable,Blythe,Engineering,"Computer Science, BS",N,20284.0
PI0355,2023,Daouse,Selig,Human Sciences & Education,"Kinesiology, BS",Y,9262.0
PI0356,2023,Moylan,Glynda,Business,"Marketing, BS",Y,5938.0
PI0358,2023,Bienvenu,Berry,Business,"Marketing, BS",Y,8262.0
PI0359,2023,Lammert,Catarina,Engineering,"Computer Science, BS",Y,4702.13
PI0362,2023,Minchinton,Charisse,Science,"Biological Sciences, BS",Y,10362.0
PI0363,2023,Witheford,Jake,Business,"Marketing, BS",Y,8262.0
PI0365,2023,Bendley,Berton,Engineering,"Computer Science, BS",N,40072.0
PI0371,2023,Howler,Romola,Agriculture,"Animal Sciences, BS",N,14999.0
PI0373,2023,Cannop,Sayres,Humanities & Social Sciences,"English, BA",Y,15284.0
PI0374,2023,Ettels,Allianora,Science,"Mathematics, BS",Y,12663.0
PI0375,2023,Brodie,Vale,Business,"Marketing, BS",Y,12342.0
PI0376,2023,Ehrat,Melony,Science,"Biological Sciences, BS",Y,18587.0
PI0377,2023,Angear,Giffard,Humanities & Social Sciences,"English, BA",Y,11875.0
PI0378,2023,Bestwick,Lukas,Science,"Biological Sciences, BS",Y,7462.0
PI0379,2023,Florence,Rora,Human Sciences & Education,"Kinesiology, BS",Y,10362.0
PI0380,2023,O' Mara,Griffie,Engineering,"Mechanical Engineering, BS",Y,8262.0
PI0381,2023,Chieze,Naoma,Engineering,"Computer Science, BS",Y,9762.0
PI0382,2023,Van der Hoeven,Boniface,Mass Communication,"Mass Communication, BA",Y,17933.0
PI0383,2023,Melly,Josepha,Humanities & Social Sciences,"English, BA",N,6912.0
PI0384,2023,Lecky,Gabby,Engineering,"Computer Science, BS",Y,9521.29
PI0386,2023,Klemt,Ebenezer,Agriculture,"Animal Sciences, BS",Y,14576.119999999999
PI0391,2023,Peert,Bondy,Agriculture,"Animal Sciences, BS",Y,15895.0
PI0392,2023,Mager,Kendrick,Human Sciences & Education,"Kinesiology, BS",Y,2969.0
PI0397,2023,Yegoshin,Rorie,Human Sciences & Education,"Kinesiology, BS",N,11097.34
PI0398,2023,Broddle,Sergio,Business,"Marketing, BS",Y,7862.0
PI0400,2023,Sapseed,Brice,Science,"Biological Sciences, BS",Y,8089.97
PI0402,2023,Eldered,Harmony,Science,"Biological Sciences, BS",Y,25077.45
PI0404,2023,Meredith,Nahum,Human Sciences & Education,"Kinesiology, BS",Y,3731.0
PI0406,2023,Imison,Tabbitha,Business,"Marketing, BS",N,31460.0
PI0407,2023,Le Monnier,Vaughan,Engineering,"Computer Science, BS",Y,6126.0
PI0410,2023,Fadell,Sinclare,Mass Communication,"Mass Communication, BA",N,11909.16
PI0411,2023,Dumberrill,Tobiah,Engineering,"Mechanical Engineering, BS",Y,26570.0
PI0414,2023,Stride,Enrika,Science,"Biological Sciences, BS",N,12275.0
PI0417,2023,Growy,Kipp,Engineering,"Mechanical Engineering, BS",Y,18284.88
PI0423,2023,Attewill,Myrtice,Agriculture,"Animal Sciences, BS",Y,23161.0
PI0426,2023,Watters,Leoine,Engineering,"Mechanical Engineering, BS",Y,4698.0
PI0428,2023,Beardall,Gilles,Engineering,"Computer Science, BS",N,1500.0
PI0434,2023,Eva,Kyrstin,Agriculture,"Animal Sciences, BS",N,5442.0
PI0435,2023,Grassi,Jeffry,Engineering,"Computer Science, BS",N,40072.0
PI0438,2023,Clamp,Nickolaus,Science,"Biological Sciences, BS",N,5938.0
PI0439,2023,Rouff,Letizia,Humanities & Social Sciences,"English, BA",Y,7462.0
PI0440,2023,Styles,Leona,Human Sciences & Education,"Kinesiology, BS",Y,14357.0
PI0441,2023,Marshland,Matty,Science,"Biological Sciences, BS",Y,12342.0
PI0451,2023,Bexley,Feliza,Agriculture,"Animal Sciences, BS",N,5645.0
PI0455,2023,Banaszewski,Jereme,Mass Communication,"Mass Communication, BA",N,17000.0
PI0456,2023,Renshaw,Catharine,Human Sciences & Education,"Kinesiology, BS",Y,7677.0
PI0458,2023,Bickley,Clarice,Engineering,"Mechanical Engineering, BS",Y,22595.35
PI0460,2023,Samways,Henrie,Humanities & Social Sciences,"English, BA",Y,13866.8
PI0461,2023,Cahn,Randene,Human Sciences & Education,"Kinesiology, BS",Y,31183.0
PI0462,2023,Frichley,Niles,Science,"Biological Sciences, BS",Y,3381.0
PI0464,2023,Gumbrell,Lilian,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI0466,2023,Goroni,Belvia,Engineering,"Mechanical Engineering, BS",N,8013.0
PI0467,2023,Rizzi,Dora,Science,"Biological Sciences, BS",Y,23519.0
PI0468,2023,Byard,Marcile,Human Sciences & Education,"Kinesiology, BS",Y,25834.489999999998
PI0471,2023,Beaument,Woodie,Business,"Marketing, BS",Y,6468.0
PI0472,2023,Friar,Oliviero,Agriculture,"Animal Sciences, BS",Y,17814.0
PI0474,2023,Axby,Lindy,Science,"Chemistry, BS",N,11757.0
PI0477,2023,Burghill,Cornie,Mass Communication,"Mass Communication, BA",N,20284.0
PI0478,2023,Sermin,Duffie,Engineering,"Mechanical Engineering, BS",Y,23157.0
PI0481,2023,Tommasetti,Milzie,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI0489,2023,Tulk,Delphinia,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI0490,2023,Larkings,Anita,Engineering,"Computer Science, BS",Y,4131.0
PI0492,2023,Pietrzak,Maurita,Human Sciences & Education,"Kinesiology, BS",Y,17052.0
PI0498,2023,Cassey,Alyssa,Engineering,"Computer Science, BS",Y,16568.6
PI0499,2023,Cockerham,Mathilde,Human Sciences & Education,"Kinesiology, BS",N,10609.0
PI0501,2023,Lawrance,Corella,Engineering,"Computer Science, BS",Y,14294.0
PI0502,2023,Truscott,Gertrud,Humanities & Social Sciences,"English, BA",Y,11942.0
PI0503,2023,Alekseev,Baldwin,Agriculture,"Animal Sciences, BS",Y,25598.25
PI0507,2023,Grube,Gertruda,Engineering,"Mechanical Engineering, BS",N,6992.0
PI0508,2023,Sibary,Alejoa,Business,"Marketing, BS",Y,32569.22
PI0509,2023,Mercik,Glenine,Science,"Biological Sciences, BS",Y,1980.0
PI0521,2023,Gentner,Ludovico,Science,"Biological Sciences, BS",Y,9262.0
PI0522,2023,De Roberto,Adam,Business,"Marketing, BS",Y,7462.0
PI0529,2023,Beincken,Chico,Mass Communication,"Mass Communication, BA",Y,14307.0
PI0534,2023,Kitchenman,Margie,Mass Communication,"Mass Communication, BA",N,29865.0
PI0537,2023,Lytton,Honoria,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI0540,2023,Mathely,Arte,Engineering,"Mechanical Engineering, BS",N,9588.34
PI0541,2023,Rottcher,Petrina,Agriculture,"Animal Sciences, BS",Y,11825.0
PI0542,2023,Sheach,Rena,Human Sciences & Education,"Kinesiology, BS",Y,12042.0
PI0543,2023,Torre,Read,Engineering,"Computer Science, BS",Y,17837.96
PI0548,2023,Sherbourne,Sayres,Engineering,"Mechanical Engineering, BS",Y,7862.0
PI0549,2023,Rideout,Katerine,Mass Communication,"Mass Communication, BA",Y,7462.0
PI0550,2023,Bellson,Portie,Mass Communication,"Mass Communication, BA",Y,11197.0
PI0552,2023,Awin,Allegra,Science,"Biological Sciences, BS",Y,7462.0
PI0557,2023,Ottosen,Westbrook,Human Sciences & Education,"Kinesiology, BS",N,7248.53
PI0559,2023,Lower,Elton,Business,"Marketing, BS",Y,1137.0
PI0560,2023,O'Hengerty,Ulises,Mass Communication,"Mass Communication, BA",Y,13209.0
PI0561,2023,Fay,Letitia,Science,"Chemistry, BS",N,35153.0
PI0562,2023,Wilmore,Christal,Engineering,"Mechanical Engineering, BS",Y,26581.0
PI0564,2023,Walkley,Feliks,Science,"Biological Sciences, BS",N,3704.0
PI0567,2023,Tatton,Fredric,Science,"Biological Sciences, BS",N,3448.0
PI0571,2023,Howell,Devonna,Human Sciences & Education,"Kinesiology, BS",Y,15694.0
PI0572,2023,Evers,Normy,Mass Communication,"Mass Communication, BA",Y,7462.0
PI0573,2023,Scahill,Taite,Engineering,"Computer Science, BS",Y,21363.0
PI0574,2023,Ranken,Selie,Engineering,"Mechanical Engineering, BS",Y,7462.0
PI0575,2023,Dorking,Phip,Science,"Biological Sciences, BS",Y,8262.0
PI0576,2023,Lutsch,Taffy,Engineering,"Computer Science, BS",N,2988.0
PI0578,2023,Bools,Jaynell,Mass Communication,"Mass Communication, BA",Y,10773.0
PI0582,2023,Deavin,Margaret,Human Sciences & Education,"Kinesiology, BS",Y,3931.0
PI0583,2023,Bann,Astra,Human Sciences & Education,"Kinesiology, BS",Y,17551.0
PI0585,2023,Shrimplin,Giovanni,Human Sciences & Education,"Kinesiology, BS",Y,3979.0
PI0586,2023,Lanfer,Glen,Engineering,"Mechanical Engineering, BS",Y,20612.0
PI0587,2023,Spare,Job,Science,"Biological Sciences, BS",Y,9188.0
PI0592,2023,Cholton,Waverly,Mass Communication,"Mass Communication, BA",Y,18019.0
PI0593,2023,Quartermain,Jessy,Mass Communication,"Mass Communication, BA",Y,7862.0
PI0594,2023,Blomfield,Cordie,Human Sciences & Education,"Kinesiology, BS",Y,16168.220000000001
PI0597,2023,Bails,Sabine,Engineering,"Mechanical Engineering, BS",Y,5940.0
PI0599,2023,Bowdery,Tommie,Mass Communication,"Mass Communication, BA",Y,13304.0
PI0600,2023,Biswell,Cathe,Human Sciences & Education,"Kinesiology, BS",Y,5938.0
PI0607,2023,Portis,Faina,Mass Communication,"Mass Communication, BA",Y,7862.0
PI0608,2023,Bunney,Kitti,Science,"Biological Sciences, BS",Y,21164.02
PI0610,2023,Stallion,Jessamyn,Engineering,"Computer Science, BS",Y,1309.0
PI0611,2023,Hassall,Barbabas,Mass Communication,"Mass Communication, BA",Y,16862.0
PI0612,2023,Calcraft,Oralie,Engineering,"Mechanical Engineering, BS",Y,11449.0
PI0616,2023,Pullinger,Betsey,Science,"Biological Sciences, BS",Y,4131.0
PI0617,2023,Glasscock,Junette,Science,"Biological Sciences, BS",Y,7862.0
PI0618,2023,Belch,Mildrid,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI0619,2023,Cowtherd,Erda,Engineering,"Mechanical Engineering, BS",N,24365.05
PI0622,2023,Stivey,Candy,Engineering,"Mechanical Engineering, BS",Y,15480.04
PI0625,2023,Lannen,Pamella,Mass Communication,"Mass Communication, BA",Y,10000.0
PI0626,2023,Sifleet,Vally,Human Sciences & Education,"Kinesiology, BS",Y,20881.0
PI0627,2023,Tropman,Evaleen,Engineering,"Mechanical Engineering, BS",Y,7454.0
PI0628,2023,Yeudall,Tyrus,Science,"Biological Sciences, BS",Y,8262.0
PI0631,2023,Dunrige,Freddy,Engineering,"Mechanical Engineering, BS",Y,13704.0
PI0633,2023,Pigford,Clyve,Science,"Mathematics, BS",Y,12429.0
PI0634,2023,Weld,Mellisent,Science,"Biological Sciences, BS",Y,10236.0
PI0635,2023,Guinn,Larissa,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI0636,2023,Goaley,Garnette,Human Sciences & Education,"Kinesiology, BS",Y,7862.0
PI0637,2023,Fletham,Cherin,Agriculture,"Animal Sciences, BS",Y,12262.33
PI0639,2023,Runcie,Judas,Human Sciences & Education,"Kinesiology, BS",Y,9762.0
PI0642,2023,Bagehot,Louis,Science,"Biological Sciences, BS",Y,7462.0
PI0645,2023,Lannon,Hugues,Science,"Biological Sciences, BS",N,8875.0
PI0646,2023,Groundwator,Minny,Science,"Biological Sciences, BS",N,13454.0
PI0647,2023,Marginson,Peyton,Mass Communication,"Mass Communication, BA",Y,10462.0
PI0649,2023,Stickins,Rockey,Business,"Marketing, BS",Y,10142.0
PI0650,2023,Sellar,Blakelee,Science,"Biological Sciences, BS",N,1980.0
PI0656,2023,Klimschak,Nevsa,Human Sciences & Education,"Kinesiology, BS",Y,51175.37
PI0657,2023,Hucke,Marya,Science,"Biological Sciences, BS",Y,9362.0
PI0661,2023,Liddle,Jo ann,Science,"Biological Sciences, BS",Y,14343.380000000001
PI0664,2023,Yude,Dick,Human Sciences & Education,"Kinesiology, BS",Y,13679.0
PI0667,2023,Thewys,Patric,Human Sciences & Education,"Kinesiology, BS",Y,15041.0
PI0668,2023,Spinola,Shaylyn,Engineering,"Mechanical Engineering, BS",Y,19525.0
PI0672,2023,Martynka,Annie,Engineering,"Mechanical Engineering, BS",Y,17811.0
PI0673,2023,O'Criane,Zacherie,Engineering,"Computer Science, BS",Y,7862.0
PI0674,2023,Garley,Olivia,Human Sciences & Education,"Kinesiology, BS",Y,14390.0
PI0675,2023,Swanston,Wallis,Mass Communication,"Mass Communication, BA",Y,26395.0
PI0686,2023,Hawkin,Stephine,Human Sciences & Education,"Kinesiology, BS",Y,7862.0
PI0689,2023,Berry,Colas,Mass Communication,"Mass Communication, BA",Y,11153.0
PI0690,2023,Gainseford,Merridie,Science,"Biological Sciences, BS",Y,8262.0
PI0691,2023,Arber,Hortense,Humanities & Social Sciences,"English, BA",Y,24344.91
PI0692,2023,Beyn,Vin,Agriculture,"Animal Sciences, BS",Y,20337.75
PI0693,2023,Perkis,Saxon,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI0695,2023,Aiskrigg,Alis,Engineering,"Mechanical Engineering, BS",Y,4700.0
PI0702,2023,Brounsell,Vinny,Humanities & Social Sciences,"English, BA",N,47250.0
PI0711,2023,Franchioni,Caty,Science,"Biological Sciences, BS",Y,14357.0
PI0714,2023,Mackerness,Tam,Human Sciences & Education,"Kinesiology, BS",N,284.0
PI0719,2023,Endrighi,Darill,Human Sciences & Education,"Kinesiology, BS",Y,14916.85
PI0722,2023,Holdworth,Daloris,Science,"Biological Sciences, BS",Y,7862.0
PI0723,2023,Hughs,Sarge,Science,"Biological Sciences, BS",Y,25464.22
PI0724,2023,Merring,Dasie,Science,"Biological Sciences, BS",Y,8262.0
PI0726,2023,Parrish,Rab,Engineering,"Mechanical Engineering, BS",N,9487.75
PI0727,2023,Aldersey,Gradey,Engineering,"Computer Science, BS",Y,7862.0
PI0730,2023,Gale,Jarret,Mass Communication,"Mass Communication, BA",Y,17257.0
PI0731,2023,Fereday,Immanuel,Engineering,"Computer Science, BS",Y,12904.0
PI0732,2023,Turnor,Van,Mass Communication,"Mass Communication, BA",Y,8262.0
PI0733,2023,Marquez,Lewiss,Mass Communication,"Mass Communication, BA",Y,12679.630000000001
PI0734,2023,Yukhnov,Leelah,Human Sciences & Education,"Kinesiology, BS",Y,8262.0
PI0735,2023,Cadany,Laurette,Human Sciences & Education,"Kinesiology, BS",Y,34768.24
PI0736,2023,Wilstead,Emilio,Human Sciences & Education,"Kinesiology, BS",Y,26567.71
PI0737,2023,Jakov,Ellswerth,Human Sciences & Education,"Kinesiology, BS",N,2379.0
PI0740,2023,Vassman,Kevan,Agriculture,"Animal Sciences, BS",N,4184.0
PI0741,2023,Tzar,Megan,Science,"Biological Sciences, BS",Y,14694.0
PI0748,2023,Connick,Genevieve,Mass Communication,"Mass Communication, BA",Y,12085.189999999999
PI0749,2023,Derges,Jolie,Mass Communication,"Mass Communication, BA",N,4262.0
PI0753,2023,Galbreth,Alec,Science,"Biological Sciences, BS",Y,8262.0
PI0756,2023,Barnaclough,Barrett,Engineering,"Mechanical Engineering, BS",Y,13672.24
PI0757,2023,Garci,Veronike,Mass Communication,"Mass Communication, BA",Y,10142.0
PI0758,2023,Ishchenko,Korry,Engineering,"Computer Science, BS",Y,28284.0
PI0759,2023,De Miranda,Forester,Human Sciences & Education,"Kinesiology, BS",Y,13723.14
PI0765,2023,Quirk,Gareth,Engineering,"Mechanical Engineering, BS",Y,10762.0
PI0767,2023,Geany,Dulcia,Science,"Biological Sciences, BS",Y,8730.0
PI0769,2023,Belverstone,Fawn,Business,"Marketing, BS",N,37422.0
PI0772,2023,Allot,Alphard,Science,"Biological Sciences, BS",Y,9962.0
PI0776,2023,Mazey,Kippy,Engineering,"Mechanical Engineering, BS",Y,9275.0
PI0781,2023,Arnley,Ferd,Mass Communication,"Mass Communication, BA",Y,3411.0
PI0782,2023,Jira,Cullin,Mass Communication,"Mass Communication, BA",Y,7862.0
PI0784,2023,Orthmann,Bellina,Engineering,"Mechanical Engineering, BS",Y,25304.0
PI0785,2023,Roundtree,Abagael,Human Sciences & Education,"Kinesiology, BS",Y,12836.44
PI0786,2023,Kissack,Barbey,Human Sciences & Education,"Kinesiology, BS",Y,8387.23
PI0787,2023,Beardon,Rance,Business,"Marketing, BS",N,3875.0
PI0789,2023,Garnsworth,Colly,Engineering,"Computer Science, BS",Y,9762.0
PI0801,2023,Yegorkin,Brod,Mass Communication,"Mass Communication, BA",N,6895.0
PI0803,2023,Wibberley,Conchita,Engineering,"Computer Science, BS",Y,5442.0
PI0806,2023,Baum,Blondelle,Engineering,"Computer Science, BS",Y,862.0
PI0808,2023,Ardy,Meghann,Science,"Biological Sciences, BS",Y,19257.0
PI0811,2023,Ridwood,Julia,Engineering,"Mechanical Engineering, BS",Y,7462.0
PI0812,2023,Gliddon,Timofei,Science,"Biological Sciences, BS",Y,15410.0
PI0813,2023,Lathaye,Dorise,Science,"Biological Sciences, BS",Y,19814.16
PI0814,2023,Howen,Carlyle,Science,"Biological Sciences, BS",N,9875.0
PI0816,2023,Kingscote,Korie,Human Sciences & Education,"Kinesiology, BS",Y,7462.0
PI0821,2023,Philson,Ashien,Mass Communication,"Mass Communication, BA",Y,10855.189999999999
PI0825,2023,Rostern,Wainwright,Human Sciences & Education,"Kinesiology, BS",Y,26226.07
PI0829,2023,Rosenstock,Baryram,Science,"Biological Sciences, BS",N,11626.02
PI0831,2023,Markovic,Babbie,Agriculture,"Animal Sciences, BS",Y,14999.86
PI0833,2023,Easby,Jaclyn,Mass Communication,"Mass Communication, BA",Y,6468.0
PI0834,2023,Chevers,Keene,Science,"Biological Sciences, BS",Y,7862.0
PI0835,2023,Rubinfajn,Stanislas,Humanities & Social Sciences,"English, BA",N,43153.0
PI0836,2023,Coleby,Salim,Science,"Biological Sciences, BS",N,9983.0
PI0839,2023,Courtenay,Jsandye,Business,"Marketing, BS",Y,12175.89
PI0844,2023,Husthwaite,Ronny,Human Sciences & Education,"Kinesiology, BS",Y,9762.0
PI0845,2023,Bradnick,Piggy,Human Sciences & Education,"Kinesiology, BS",Y,20284.0
PI0847,2023,Hawksby,Barbra,Agriculture,"Animal Sciences, BS",N,30223.0
PI0848,2023,Garvan,Howard,Engineering,"Computer Science, BS",Y,7862.0
PI0851,2023,Groven,Engracia,Agriculture,"Animal Sciences, BS",Y,8262.0
PI0852,2023,Hinchshaw,Caron,Agriculture,"Animal Sciences, BS",Y,7738.0
PI0855,2023,Duigenan,Hal,Agriculture,"Animal Sciences, BS",Y,7672.0
PI0856,2023,Phizaclea,Cindi,Engineering,"Mechanical Engineering, BS",Y,4548.0
PI0858,2023,Driscoll,Devland,Engineering,"Computer Science, BS",N,7181.0
PI0859,2023,Dyhouse,Benito,Business,"Marketing, BS",Y,29975.18
PI0860,2023,Chesterman,Doloritas,Engineering,"Mechanical Engineering, BS",Y,9262.0
PI0862,2023,Tembridge,Bella,Human Sciences & Education,"Kinesiology, BS",Y,7862.0
PI0863,2023,Loughrey,Alasteir,Engineering,"Computer Science, BS",N,8016.41
PI0868,2023,Attride,Lanny,Mass Communication,"Mass Communication, BA",Y,29442.0
PI0869,2023,Dampney,Derick,Science,"Biological Sciences, BS",Y,7462.0
PI0870,2023,Gaskill,Noreen,Humanities & Social Sciences,"English, BA",Y,8404.0
PI0871,2023,Losemann,Marillin,Human Sciences & Education,"Kinesiology, BS",N,11923.0
PI0873,2023,MacAllester,Farrel,Science,"Biological Sciences, BS",Y,7462.0
PI0875,2023,Sillwood,Andonis,Human Sciences & Education,"Kinesiology, BS",Y,33500.0
PI0876,2023,Pinwell,Nikoletta,Science,"Biological Sciences, BS",Y,7462.0
PI0882,2023,Towell,Ernestine,Human Sciences & Education,"Kinesiology, BS",N,8183.0
PI0891,2023,Saltsberg,Virge,Human Sciences & Education,"Kinesiology, BS",N,1980.0
PI0895,2023,Ascroft,Alyosha,Mass Communication,"Mass Communication, BA",N,5045.0
PI0897,2023,Swetman,Rozanna,Science,"Biological Sciences, BS",N,11728.0
PI0899,2023,Tribble,Sissie,Human Sciences & Education,"Kinesiology, BS",N,1500.0
PI0901,2023,Vockins,Fionnula,Science,"Biological Sciences, BS",Y,7699.92
PI0903,2023,Fields,Ashlin,Engineering,"Computer Science, BS",Y,16778.31
PI0906,2023,Napoleon,Benjy,Engineering,"Mechanical Engineering, BS",Y,4631.0
PI0907,2023,Weston,Melony,Humanities & Social Sciences,"English, BA",Y,7462.0
PI0908,2023,Dunster,Darsey,Mass Communication,"Mass Communication, BA",N,1980.0
PI0911,2023,Dumbrall,Alford,Engineering,"Mechanical Engineering, BS",N,478.0
PI0912,2023,Durden,Nerta,Engineering,"Mechanical Engineering, BS",Y,9262.0
PI0913,2023,Crippell,Tierney,Agriculture,"Animal Sciences, BS",Y,12283.0
PI0915,2023,Caulton,Cecil,Mass Communication,"Mass Communication, BA",Y,17107.0
PI0917,2023,Halpine,Erinna,Human Sciences & Education,"Kinesiology, BS",Y,20284.0
PI0919,2023,Connue,Merill,Science,"Biological Sciences, BS",Y,7862.0
PI0920,2023,Wakelam,Theobald,Human Sciences & Education,"Kinesiology, BS",N,1668.0
PI0921,2023,Melbert,Alexio,Business,"Marketing, BS",N,12460.0
